Student_ID,Year,Semester,Task_Name,Task_Type,Week_Released,Week_Deadline,Current_Week,Weeks_Left,Weight,Difficulty,Estimated_Hours,Current_Workload,Procrastination_Score,Avg_Delay_History,Urgency,RawPriority,PriorityClass
2,1,1,CSF Exam,Exam,2,12,10,2,100,7,8,8.077429935,0.804605971,0.692475624,0.201896518,0.661343738,High
2,1,1,Database Coursework,Coursework,4,12,4,8,100,8.2,12,8.077429935,0.804605971,0.692475624,0.001993869,0.735368076,High
2,1,1,English Coursework,Coursework,3,11,5,6,100,5,7,8.077429935,0.804605971,0.692475624,0.009875696,0.573338533,Medium
2,1,2,Programming Coursework,Coursework,4,11,7,4,60,8.5,12,8.077429935,0.804605971,0.692475624,0.048914645,0.57309827,Medium
2,1,2,Programming Exam,Exam,2,12,8,4,40,6,6,8.077429935,0.804605971,0.692475624,0.040762204,0.48106016,Medium
2,1,2,DSA Coursework,Coursework,3,12,6,6,100,8,12,8.077429935,0.804605971,0.692475624,0.009875696,0.733338533,High
2,1,2,Computational Mathematics Coursework,Coursework,3,12,11,1,60,7,9,8.077429935,0.804605971,0.692475624,0.539194757,0.965668298,High
2,1,2,Computational Mathematics Exam,Exam,2,12,4,8,40,7,8,8.077429935,0.804605971,0.692475624,0.001661557,0.491284998,Medium
2,2,1,OOD Coursework,Coursework,5,12,9,3,100,8.5,12,8.077429935,0.804605971,0.692475624,0.108861544,0.768084995,High
2,2,1,Machine Learning Quiz,Quiz,5,12,7,5,40,6.5,6,8.077429935,0.804605971,0.692475624,0.014652511,0.484532736,Medium
2,2,1,Machine Learning Coursework,Coursework,3,12,9,3,60,7.5,10,8.077429935,0.804605971,0.692475624,0.108861544,0.568084995,Medium
2,2,1,Advanced Mathematics Exam,Exam,2,12,6,6,40,7,10,8.077429935,0.804605971,0.692475624,0.008229747,0.492927045,Medium
2,2,1,Advanced Mathematics Coursework,Coursework,3,12,11,1,60,7,10,8.077429935,0.804605971,0.692475624,0.539194757,0.965668298,High
2,2,1,DSGP Project Proposal,Report,1,6,2,4,30,6.5,10,8.077429935,0.804605971,0.692475624,0.036685984,0.470041104,Medium
2,2,2,AI Coursework,Coursework,3,12,6,6,100,8.8,14,8.077429935,0.804605971,0.692475624,0.009875696,0.749338533,High
2,2,2,DSGP Project Implementation,Project,1,12,9,3,70,9.5,22,8.077429935,0.804605971,0.692475624,0.117933339,0.930352943,High
2,2,2,Data Engineering Coursework,Coursework,3,12,4,8,100,8.6,12,8.077429935,0.804605971,0.692475624,0.001993869,0.743368076,High
2,2,2,Simulation and Modeling Exam,Exam,2,12,11,1,40,7.5,8,8.077429935,0.804605971,0.692475624,0.449328964,0.61320185,Medium
2,2,2,Simulation and Modeling Coursework,Coursework,3,12,11,1,60,8,10,8.077429935,0.804605971,0.692475624,0.539194757,0.985668298,High
3,1,1,CSF Exam,Exam,2,12,4,8,100,7,8,7.260456388,0.655838527,0.179780449,0.001661557,0.532884133,Medium
3,1,1,Database Coursework,Coursework,4,12,4,8,100,8.2,12,7.260456388,0.655838527,0.179780449,0.001993869,0.656967211,High
3,1,1,English Coursework,Coursework,3,11,6,5,100,5,7,7.260456388,0.655838527,0.179780449,0.021978767,0.497963435,Medium
3,1,2,Programming Coursework,Coursework,4,11,5,6,60,8.5,12,7.260456388,0.655838527,0.179780449,0.009875696,0.484937667,Medium
3,1,2,Programming Exam,Exam,2,12,9,3,40,6,6,7.260456388,0.655838527,0.179780449,0.090717953,0.415148232,Low
3,1,2,DSA Coursework,Coursework,3,12,6,6,100,8,12,7.260456388,0.655838527,0.179780449,0.009875696,0.654937667,High
3,1,2,Computational Mathematics Coursework,Coursework,3,12,4,8,60,7,9,7.260456388,0.655838527,0.179780449,0.001993869,0.452967211,Medium
3,1,2,Computational Mathematics Exam,Exam,2,12,7,5,40,7,8,7.260456388,0.655838527,0.179780449,0.018315639,0.417047653,Low
3,2,1,OOD Coursework,Coursework,5,12,10,2,100,8.5,12,7.260456388,0.655838527,0.179780449,0.242275822,1,High
3,2,1,Machine Learning Quiz,Quiz,5,12,6,6,40,6.5,6,7.260456388,0.655838527,0.179780449,0.006583798,0.404114693,Low
3,2,1,Machine Learning Coursework,Coursework,3,12,6,6,60,7.5,10,7.260456388,0.655838527,0.179780449,0.009875696,0.464937667,Medium
3,2,1,Advanced Mathematics Exam,Exam,2,12,7,5,40,7,10,7.260456388,0.655838527,0.179780449,0.018315639,0.417047653,Low
3,2,1,Advanced Mathematics Coursework,Coursework,3,12,4,8,60,7,10,7.260456388,0.655838527,0.179780449,0.001993869,0.452967211,Medium
3,2,1,DSGP Project Proposal,Report,1,6,2,4,30,6.5,10,7.260456388,0.655838527,0.179780449,0.036685984,0.391640239,Low
3,2,2,AI Coursework,Coursework,3,12,4,8,100,8.8,14,7.260456388,0.655838527,0.179780449,0.001993869,0.668967211,High
3,2,2,DSGP Project Implementation,Project,1,12,10,2,70,9.5,22,7.260456388,0.655838527,0.179780449,0.262465473,0.888085112,High
3,2,2,Data Engineering Coursework,Coursework,3,12,6,6,100,8.6,12,7.260456388,0.655838527,0.179780449,0.009875696,0.666937667,High
3,2,2,Simulation and Modeling Exam,Exam,2,12,9,3,40,7.5,8,7.260456388,0.655838527,0.179780449,0.090717953,0.445148232,Medium
3,2,2,Simulation and Modeling Coursework,Coursework,3,12,9,3,60,8,10,7.260456388,0.655838527,0.179780449,0.108861544,0.499684129,Medium
4,1,1,CSF Exam,Exam,2,12,6,6,100,7,8,5.051001336,0.574623783,0.512892848,0.008229747,0.52657412,Medium
4,1,1,Database Coursework,Coursework,4,12,5,7,100,8.2,12,5.051001336,0.574623783,0.512892848,0.004437436,0.649626042,High
4,1,1,English Coursework,Coursework,3,11,7,4,100,5,7,5.051001336,0.574623783,0.512892848,0.048914645,0.496745344,Medium
4,1,2,Programming Coursework,Coursework,4,11,11,0,60,8.5,12,5.051001336,0.574623783,0.512892848,1,1,High
4,1,2,Programming Exam,Exam,2,12,11,1,40,6,6,5.051001336,0.574623783,0.512892848,0.449328964,0.496848924,Medium
4,1,2,DSA Coursework,Coursework,3,12,11,1,100,8,12,5.051001336,0.574623783,0.512892848,0.539194757,1,High
4,1,2,Computational Mathematics Coursework,Coursework,3,12,11,1,60,7,9,5.051001336,0.574623783,0.512892848,0.539194757,0.879315372,High
4,1,2,Computational Mathematics Exam,Exam,2,12,2,10,40,7,8,5.051001336,0.574623783,0.512892848,0.000335463,0.404600549,Low
4,2,1,OOD Coursework,Coursework,5,12,5,7,100,8.5,12,5.051001336,0.574623783,0.512892848,0.004437436,0.655626042,High
4,2,1,Machine Learning Quiz,Quiz,5,12,11,1,40,6.5,6,5.051001336,0.574623783,0.512892848,0.359463171,0.484382476,Medium
4,2,1,Machine Learning Coursework,Coursework,3,12,11,1,60,7.5,10,5.051001336,0.574623783,0.512892848,0.539194757,0.889315372,High
4,2,1,Advanced Mathematics Exam,Exam,2,12,9,3,40,7,10,5.051001336,0.574623783,0.512892848,0.090717953,0.427196171,Low
4,2,1,Advanced Mathematics Coursework,Coursework,3,12,3,9,60,7,10,5.051001336,0.574623783,0.512892848,0.000895903,0.444740659,Medium
4,2,1,DSGP Project Proposal,Report,1,6,4,2,30,6.5,10,5.051001336,0.574623783,0.512892848,0.181706866,0.4199434,Low
4,2,2,AI Coursework,Coursework,3,12,10,2,100,8.8,14,5.051001336,0.574623783,0.512892848,0.242275822,1,High
4,2,2,DSGP Project Implementation,Project,1,12,8,4,70,9.5,22,5.051001336,0.574623783,0.512892848,0.052990865,0.527764399,Medium
4,2,2,Data Engineering Coursework,Coursework,3,12,5,7,100,8.6,12,5.051001336,0.574623783,0.512892848,0.004437436,0.657626042,High
4,2,2,Simulation and Modeling Exam,Exam,2,12,2,10,40,7.5,8,5.051001336,0.574623783,0.512892848,0.000335463,0.414600549,Low
4,2,2,Simulation and Modeling Coursework,Coursework,3,12,10,2,60,8,10,5.051001336,0.574623783,0.512892848,0.242275822,0.825085639,High
5,1,1,CSF Exam,Exam,2,12,10,2,100,7,8,4.58566822,0.678866466,0.550999559,0.201896518,0.582245755,Medium
5,1,1,Database Coursework,Coursework,4,12,10,2,100,8.2,12,4.58566822,0.678866466,0.550999559,0.242275822,1,High
5,1,1,English Coursework,Coursework,3,11,11,0,100,5,7,4.58566822,0.678866466,0.550999559,1,1,High
5,1,2,Programming Coursework,Coursework,4,11,11,0,60,8.5,12,4.58566822,0.678866466,0.550999559,1,1,High
5,1,2,Programming Exam,Exam,2,12,3,9,40,6,6,4.58566822,0.678866466,0.550999559,0.000746586,0.391958272,Low
5,1,2,DSA Coursework,Coursework,3,12,3,9,100,8,12,4.58566822,0.678866466,0.550999559,0.000895903,0.651995602,High
5,1,2,Computational Mathematics Coursework,Coursework,3,12,9,3,60,7,9,4.58566822,0.678866466,0.550999559,0.108861544,0.478987012,Medium
5,1,2,Computational Mathematics Exam,Exam,2,12,8,4,40,7,8,4.58566822,0.678866466,0.550999559,0.040762204,0.421962177,Low
5,2,1,OOD Coursework,Coursework,5,12,10,2,100,8.5,12,4.58566822,0.678866466,0.550999559,0.242275822,1,High
5,2,1,Machine Learning Quiz,Quiz,5,12,12,0,40,6.5,6,4.58566822,0.678866466,0.550999559,0.8,0.601771626,Medium
5,2,1,Machine Learning Coursework,Coursework,3,12,7,5,60,7.5,10,4.58566822,0.678866466,0.550999559,0.021978767,0.467266318,Medium
5,2,1,Advanced Mathematics Exam,Exam,2,12,4,8,40,7,10,4.58566822,0.678866466,0.550999559,0.001661557,0.412187015,Low
5,2,1,Advanced Mathematics Coursework,Coursework,3,12,10,2,60,7,10,4.58566822,0.678866466,0.550999559,0.242275822,0.812340581,High
5,2,1,DSGP Project Proposal,Report,1,6,6,0,30,6.5,10,4.58566822,0.678866466,0.550999559,0.9,0.606771626,Medium
5,2,2,AI Coursework,Coursework,3,12,5,7,100,8.8,14,4.58566822,0.678866466,0.550999559,0.004437436,0.668880985,High
5,2,2,DSGP Project Implementation,Project,1,12,1,11,70,9.5,22,4.58566822,0.678866466,0.550999559,0.000195953,0.521820614,Medium
5,2,2,Data Engineering Coursework,Coursework,3,12,5,7,100,8.6,12,4.58566822,0.678866466,0.550999559,0.004437436,0.664880985,High
5,2,2,Simulation and Modeling Exam,Exam,2,12,6,6,40,7.5,8,4.58566822,0.678866466,0.550999559,0.008229747,0.423829063,Low
5,2,2,Simulation and Modeling Coursework,Coursework,3,12,5,7,60,8,10,4.58566822,0.678866466,0.550999559,0.004437436,0.472880985,Medium
6,1,1,CSF Exam,Exam,2,12,8,4,100,7,8,8.076073133,0.375304521,0.472279121,0.040762204,0.556090012,Medium
6,1,1,Database Coursework,Coursework,4,12,12,0,100,8.2,12,8.076073133,0.375304521,0.472279121,1,1,High
6,1,1,English Coursework,Coursework,3,11,5,6,100,5,7,8.076073133,0.375304521,0.472279121,0.009875696,0.508368385,Medium
6,1,2,Programming Coursework,Coursework,4,11,10,1,60,8.5,12,8.076073133,0.375304521,0.472279121,0.539194757,0.93069815,High
6,1,2,Programming Exam,Exam,2,12,8,4,40,6,6,8.076073133,0.375304521,0.472279121,0.040762204,0.416090012,Low
6,1,2,DSA Coursework,Coursework,3,12,3,9,100,8,12,8.076073133,0.375304521,0.472279121,0.000895903,0.666123437,High
6,1,2,Computational Mathematics Coursework,Coursework,3,12,6,6,60,7,9,8.076073133,0.375304521,0.472279121,0.009875696,0.468368385,Medium
6,1,2,Computational Mathematics Exam,Exam,2,12,5,7,40,7,8,8.076073133,0.375304521,0.472279121,0.003697864,0.426823927,Low
6,2,1,OOD Coursework,Coursework,5,12,10,2,100,8.5,12,8.076073133,0.375304521,0.472279121,0.242275822,1,High
6,2,1,Machine Learning Quiz,Quiz,5,12,9,3,40,6.5,6,8.076073133,0.375304521,0.472279121,0.072574363,0.434043052,Low
6,2,1,Machine Learning Coursework,Coursework,3,12,9,3,60,7.5,10,8.076073133,0.375304521,0.472279121,0.108861544,0.503114847,Medium
6,2,1,Advanced Mathematics Exam,Exam,2,12,8,4,40,7,10,8.076073133,0.375304521,0.472279121,0.040762204,0.436090012,Medium
6,2,1,Advanced Mathematics Coursework,Coursework,3,12,6,6,60,7,10,8.076073133,0.375304521,0.472279121,0.009875696,0.468368385,Medium
6,2,1,DSGP Project Proposal,Report,1,6,5,1,30,6.5,10,8.076073133,0.375304521,0.472279121,0.404396068,0.496998478,Medium
6,2,2,AI Coursework,Coursework,3,12,9,3,100,8.8,14,8.076073133,0.375304521,0.472279121,0.108861544,0.709114847,High
6,2,2,DSGP Project Implementation,Project,1,12,11,1,70,9.5,22,8.076073133,0.375304521,0.472279121,0.584127653,0.981931375,High
6,2,2,Data Engineering Coursework,Coursework,3,12,5,7,100,8.6,12,8.076073133,0.375304521,0.472279121,0.004437436,0.67900882,High
6,2,2,Simulation and Modeling Exam,Exam,2,12,7,5,40,7.5,8,8.076073133,0.375304521,0.472279121,0.018315639,0.440478371,Medium
6,2,2,Simulation and Modeling Coursework,Coursework,3,12,4,8,60,8,10,8.076073133,0.375304521,0.472279121,0.001993869,0.486397928,Medium
7,1,1,CSF Exam,Exam,2,12,5,7,100,7,8,4.789485732,0.206606423,0.578525894,0.003697864,0.491279984,Medium
7,1,1,Database Coursework,Coursework,4,12,10,2,100,8.2,12,4.789485732,0.206606423,0.578525894,0.242275822,0.974924473,High
7,1,1,English Coursework,Coursework,3,11,11,0,100,5,7,4.789485732,0.206606423,0.578525894,1,1,High
7,1,2,Programming Coursework,Coursework,4,11,10,1,60,8.5,12,4.789485732,0.206606423,0.578525894,0.539194757,0.875154207,High
7,1,2,Programming Exam,Exam,2,12,2,10,40,6,6,4.789485732,0.206606423,0.578525894,0.000335463,0.350439383,Low
7,1,2,DSA Coursework,Coursework,3,12,3,9,100,8,12,4.789485732,0.206606423,0.578525894,0.000895903,0.610579493,Medium
7,1,2,Computational Mathematics Coursework,Coursework,3,12,11,1,60,7,9,4.789485732,0.206606423,0.578525894,0.539194757,0.845154207,High
7,1,2,Computational Mathematics Exam,Exam,2,12,12,0,40,7,8,4.789485732,0.206606423,0.578525894,1,0.620355518,Medium
7,2,1,OOD Coursework,Coursework,5,12,10,2,100,8.5,12,4.789485732,0.206606423,0.578525894,0.242275822,0.980924473,High
7,2,1,Machine Learning Quiz,Quiz,5,12,5,7,40,6.5,6,4.789485732,0.206606423,0.578525894,0.002958291,0.36109509,Low
7,2,1,Machine Learning Coursework,Coursework,3,12,6,6,60,7.5,10,4.789485732,0.206606423,0.578525894,0.009875696,0.422824442,Low
7,2,1,Advanced Mathematics Exam,Exam,2,12,10,2,40,7,10,4.789485732,0.206606423,0.578525894,0.201896518,0.420829647,Low
7,2,1,Advanced Mathematics Coursework,Coursework,3,12,5,7,60,7,10,4.789485732,0.206606423,0.578525894,0.004437436,0.411464877,Low
7,2,1,DSGP Project Proposal,Report,1,6,6,0,30,6.5,10,4.789485732,0.206606423,0.578525894,0.9,0.565355518,Medium
7,2,2,AI Coursework,Coursework,3,12,10,2,100,8.8,14,4.789485732,0.206606423,0.578525894,0.242275822,0.986924473,High
7,2,2,DSGP Project Implementation,Project,1,12,11,1,70,9.5,22,4.789485732,0.206606423,0.578525894,0.584127653,0.926387431,High
7,2,2,Data Engineering Coursework,Coursework,3,12,11,1,100,8.6,12,4.789485732,0.206606423,0.578525894,0.539194757,1,High
7,2,2,Simulation and Modeling Exam,Exam,2,12,6,6,40,7.5,8,4.789485732,0.206606423,0.578525894,0.008229747,0.382412954,Low
7,2,2,Simulation and Modeling Coursework,Coursework,3,12,3,9,60,8,10,4.789485732,0.206606423,0.578525894,0.000895903,0.430579493,Low
8,1,1,CSF Exam,Exam,2,12,12,0,100,7,8,3.395445462,0.308930711,0.331457097,1,0.704970463,High
8,1,1,Database Coursework,Coursework,4,12,9,3,100,8.2,12,3.395445462,0.308930711,0.331457097,0.108861544,0.606185849,Medium
8,1,1,English Coursework,Coursework,3,11,10,1,100,5,7,3.395445462,0.308930711,0.331457097,0.539194757,0.849769152,High
8,1,2,Programming Coursework,Coursework,4,11,4,7,60,8.5,12,3.395445462,0.308930711,0.331457097,0.004437436,0.406079822,Low
8,1,2,Programming Exam,Exam,2,12,5,7,40,6,6,3.395445462,0.308930711,0.331457097,0.003697864,0.315894929,Low
8,1,2,DSA Coursework,Coursework,3,12,3,9,100,8,12,3.395445462,0.308930711,0.331457097,0.000895903,0.575194438,Medium
8,1,2,Computational Mathematics Coursework,Coursework,3,12,3,9,60,7,9,3.395445462,0.308930711,0.331457097,0.000895903,0.375194438,Low
8,1,2,Computational Mathematics Exam,Exam,2,12,11,1,40,7,8,3.395445462,0.308930711,0.331457097,0.449328964,0.447302704,Medium
8,2,1,OOD Coursework,Coursework,5,12,8,4,100,8.5,12,3.395445462,0.308930711,0.331457097,0.048914645,0.597199124,Medium
8,2,1,Machine Learning Quiz,Quiz,5,12,8,4,40,6.5,6,3.395445462,0.308930711,0.331457097,0.032609763,0.333122903,Low
8,2,1,Machine Learning Coursework,Coursework,3,12,9,3,60,7.5,10,3.395445462,0.308930711,0.331457097,0.108861544,0.412185849,Low
8,2,1,Advanced Mathematics Exam,Exam,2,12,3,9,40,7,10,3.395445462,0.308930711,0.331457097,0.000746586,0.335157109,Low
8,2,1,Advanced Mathematics Coursework,Coursework,3,12,5,7,60,7,10,3.395445462,0.308930711,0.331457097,0.004437436,0.376079822,Low
8,2,1,DSGP Project Proposal,Report,1,6,1,5,30,6.5,10,3.395445462,0.308930711,0.331457097,0.016484075,0.309091481,Low
8,2,2,AI Coursework,Coursework,3,12,7,5,100,8.8,14,3.395445462,0.308930711,0.331457097,0.021978767,0.596465154,Medium
8,2,2,DSGP Project Implementation,Project,1,12,1,11,70,9.5,22,3.395445462,0.308930711,0.331457097,0.000195953,0.445019451,Medium
8,2,2,Data Engineering Coursework,Coursework,3,12,10,2,100,8.6,12,3.395445462,0.308930711,0.331457097,0.242275822,0.947539418,High
8,2,2,Simulation and Modeling Exam,Exam,2,12,2,10,40,7.5,8,3.395445462,0.308930711,0.331457097,0.000335463,0.345054328,Low
8,2,2,Simulation and Modeling Coursework,Coursework,3,12,3,9,60,8,10,3.395445462,0.308930711,0.331457097,0.000895903,0.395194438,Low
9,1,1,CSF Exam,Exam,2,12,2,10,100,7,8,4.839825329,0.48712439,0.468980467,0.000335463,0.508291731,Medium
9,1,1,Database Coursework,Coursework,4,12,6,6,100,8.2,12,4.839825329,0.48712439,0.468980467,0.009875696,0.63467679,Medium
9,1,1,English Coursework,Coursework,3,11,4,7,100,5,7,4.839825329,0.48712439,0.468980467,0.004437436,0.469317225,Medium
9,1,2,Programming Coursework,Coursework,4,11,8,3,60,8.5,12,4.839825329,0.48712439,0.468980467,0.108861544,0.485423252,Medium
9,1,2,Programming Exam,Exam,2,12,11,1,40,6,6,4.839825329,0.48712439,0.468980467,0.449328964,0.480540107,Medium
9,1,2,DSA Coursework,Coursework,3,12,8,4,100,8,12,4.839825329,0.48712439,0.468980467,0.048914645,0.640436527,Medium
9,1,2,Computational Mathematics Coursework,Coursework,3,12,9,3,60,7,9,4.839825329,0.48712439,0.468980467,0.108861544,0.455423252,Medium
9,1,2,Computational Mathematics Exam,Exam,2,12,5,7,40,7,8,4.839825329,0.48712439,0.468980467,0.003697864,0.389132332,Low
9,2,1,OOD Coursework,Coursework,5,12,11,1,100,8.5,12,4.839825329,0.48712439,0.468980467,0.539194757,1,High
9,2,1,Machine Learning Quiz,Quiz,5,12,7,5,40,6.5,6,4.839825329,0.48712439,0.468980467,0.014652511,0.381870993,Low
9,2,1,Machine Learning Coursework,Coursework,3,12,10,2,60,7.5,10,4.839825329,0.48712439,0.468980467,0.242275822,0.798776821,High
9,2,1,Advanced Mathematics Exam,Exam,2,12,12,0,40,7,10,4.839825329,0.48712439,0.468980467,1,0.638207866,Medium
9,2,1,Advanced Mathematics Coursework,Coursework,3,12,3,9,60,7,10,4.839825329,0.48712439,0.468980467,0.000895903,0.428431841,Low
9,2,1,DSGP Project Proposal,Report,1,6,6,0,30,6.5,10,4.839825329,0.48712439,0.468980467,0.9,0.583207866,Medium
9,2,2,AI Coursework,Coursework,3,12,10,2,100,8.8,14,4.839825329,0.48712439,0.468980467,0.242275822,1,High
9,2,2,DSGP Project Implementation,Project,1,12,5,7,70,9.5,22,4.839825329,0.48712439,0.468980467,0.004807223,0.499409671,Medium
9,2,2,Data Engineering Coursework,Coursework,3,12,6,6,100,8.6,12,4.839825329,0.48712439,0.468980467,0.009875696,0.64267679,Medium
9,2,2,Simulation and Modeling Exam,Exam,2,12,3,9,40,7.5,8,4.839825329,0.48712439,0.468980467,0.000746586,0.398394512,Low
9,2,2,Simulation and Modeling Coursework,Coursework,3,12,8,4,60,8,10,4.839825329,0.48712439,0.468980467,0.048914645,0.460436527,Medium
10,1,1,CSF Exam,Exam,2,12,2,10,100,7,8,4.221083951,0.451723974,0.643610088,0.000335463,0.512933531,Medium
10,1,1,Database Coursework,Coursework,4,12,12,0,100,8.2,12,4.221083951,0.451723974,0.643610088,1,1,High
10,1,1,English Coursework,Coursework,3,11,8,3,100,5,7,4.221083951,0.451723974,0.643610088,0.108861544,0.500065051,Medium
10,1,2,Programming Coursework,Coursework,4,11,11,0,60,8.5,12,4.221083951,0.451723974,0.643610088,1,1,High
10,1,2,Programming Exam,Exam,2,12,4,8,40,6,6,4.221083951,0.451723974,0.643610088,0.001661557,0.373265055,Low
10,1,2,DSA Coursework,Coursework,3,12,6,6,100,8,12,4.221083951,0.451723974,0.643610088,0.009875696,0.63531859,Medium
10,1,2,Computational Mathematics Coursework,Coursework,3,12,6,6,60,7,9,4.221083951,0.451723974,0.643610088,0.009875696,0.43531859,Medium
10,1,2,Computational Mathematics Exam,Exam,2,12,4,8,40,7,8,4.221083951,0.451723974,0.643610088,0.001661557,0.393265055,Low
10,2,1,OOD Coursework,Coursework,5,12,6,6,100,8.5,12,4.221083951,0.451723974,0.643610088,0.009875696,0.64531859,High
10,2,1,Machine Learning Quiz,Quiz,5,12,7,5,40,6.5,6,4.221083951,0.451723974,0.643610088,0.014652511,0.386512793,Low
10,2,1,Machine Learning Coursework,Coursework,3,12,5,7,60,7.5,10,4.221083951,0.451723974,0.643610088,0.004437436,0.443959025,Medium
10,2,1,Advanced Mathematics Exam,Exam,2,12,5,7,40,7,10,4.221083951,0.451723974,0.643610088,0.003697864,0.393774131,Low
10,2,1,Advanced Mathematics Coursework,Coursework,3,12,9,3,60,7,10,4.221083951,0.451723974,0.643610088,0.108861544,0.460065051,Medium
10,2,1,DSGP Project Proposal,Report,1,6,4,2,30,6.5,10,4.221083951,0.451723974,0.643610088,0.181706866,0.408276382,Low
10,2,2,AI Coursework,Coursework,3,12,11,1,100,8.8,14,4.221083951,0.451723974,0.643610088,0.539194757,1,High
10,2,2,DSGP Project Implementation,Project,1,12,1,11,70,9.5,22,4.221083951,0.451723974,0.643610088,0.000195953,0.502898654,Medium
10,2,2,Data Engineering Coursework,Coursework,3,12,10,2,100,8.6,12,4.221083951,0.451723974,0.643610088,0.242275822,1,High
10,2,2,Simulation and Modeling Exam,Exam,2,12,8,4,40,7.5,8,4.221083951,0.451723974,0.643610088,0.040762204,0.413040216,Low
10,2,2,Simulation and Modeling Coursework,Coursework,3,12,4,8,60,8,10,4.221083951,0.451723974,0.643610088,0.001993869,0.453348133,Medium
11,1,1,CSF Exam,Exam,2,12,11,1,100,7,8,3.324837216,0.596395828,0.585291272,0.449328964,0.620373509,Medium
11,1,1,Database Coursework,Coursework,4,12,6,6,100,8.2,12,3.324837216,0.596395828,0.585291272,0.009875696,0.634510192,Medium
11,1,1,English Coursework,Coursework,3,11,9,2,100,5,7,3.324837216,0.596395828,0.585291272,0.242275822,0.828610224,High
11,1,2,Programming Coursework,Coursework,4,11,7,4,60,8.5,12,3.324837216,0.596395828,0.585291272,0.048914645,0.470269929,Medium
11,1,2,Programming Exam,Exam,2,12,11,1,40,6,6,3.324837216,0.596395828,0.585291272,0.449328964,0.480373509,Medium
11,1,2,DSA Coursework,Coursework,3,12,11,1,100,8,12,3.324837216,0.596395828,0.585291272,0.539194757,1,High
11,1,2,Computational Mathematics Coursework,Coursework,3,12,6,6,60,7,9,3.324837216,0.596395828,0.585291272,0.009875696,0.430510192,Low
11,1,2,Computational Mathematics Exam,Exam,2,12,2,10,40,7,8,3.324837216,0.596395828,0.585291272,0.000335463,0.388125134,Low
11,2,1,OOD Coursework,Coursework,5,12,6,6,100,8.5,12,3.324837216,0.596395828,0.585291272,0.009875696,0.640510192,Medium
11,2,1,Machine Learning Quiz,Quiz,5,12,5,7,40,6.5,6,3.324837216,0.596395828,0.585291272,0.002958291,0.378780841,Low
11,2,1,Machine Learning Coursework,Coursework,3,12,7,5,60,7.5,10,3.324837216,0.596395828,0.585291272,0.021978767,0.44353596,Medium
11,2,1,Advanced Mathematics Exam,Exam,2,12,6,6,40,7,10,3.324837216,0.596395828,0.585291272,0.008229747,0.390098705,Low
